0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 5, 4, 0, 0, 0, 0, 0, 0, 0
0, 5, 4, 0, 0, 0, 0, 0, 0, 6
0, 4, 6, 0, 0, 0, 0, 0, 0, 1
0, 0, 3, 0, 0, 0, 0, 0, 0, 0
0, 0, 5, 0, 0, 0, 0, 0, 0, 0
0, 0, 8, 0, 0, 0, 0, 0, 0, 0
0, 0, 11, 1, 0, 0, 0, 0, 0, 0
0, 0, 7, 0, 0, 0, 0, 0, 0, 1
0, 0, 3, 0, 0, 0, 3, 2, 3, 6
0, 0, 3, 1, 0, 0, 1, 1, 1, 5
0, 0, 4, 4, 1, 0, 0, 0, 0, 4
0, 0, 1, 5, 5, 0, 0, 0, 1, 4
0, 0, 0, 5, 5, 0, 0, 2, 0, 0
0, 0, 0, 5, 5, 0, 0, 4, 1, 1
0, 0, 0, 3, 6, 0, 0, 3, 0, 1
0, 0, 0, 5, 4, 0, 0, 3, 0, 0
0, 0, 0, 6, 4, 0, 0, 4, 0, 0
0, 0, 0, 9, 9, 5, 0, 5, 2, 2
0, 0, 0, 11, 11, 9, 0, 6, 6, 6
0, 0, 0, 12, 13, 10, 2, 6, 4, 3
0, 0, 0, 14, 12, 8, 1, 4, 1, 0
0, 0, 0, 10, 10, 6, 0, 0, 0, 0
0, 0, 0, 4, 10, 5, 0, 0, 0, 0
0, 0, 0, 0, 7, 5, 0, 0, 0, 0
0, 0, 0, 0, 3, 4, 0, 0, 0, 0
0, 0, 0, 0, 1, 1, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 1, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0
